dataset,model_key,loss,eval_split,baseline,strategy,metric,n_seeds,n_queries_min,baseline_mean,strategy_mean,mean_diff,seed_sd_diff,paired_effect_dz,seed_win_rate,hierarchical_ci95_low,hierarchical_ci95_high
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DPR-Random,NDCG@10,10,500,0.17503271471687792,0.3661745357880196,0.19114182107114167,0.014422818629878806,13.252736928630975,1.0,0.17900368529026858,0.20186547957699413
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DPR-Random,MRR@10,10,500,0.1631702380952381,0.3390652380952381,0.175895,0.01636138513211497,10.75061790793887,1.0,0.1625850992063492,0.18820304960317458
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DPR-Random,MAP@100,10,500,0.1582875325814097,0.3313983660813559,0.17311083349994622,0.012887415378271826,13.43254860798628,1.0,0.1627848515910176,0.1828273312281952
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DPR-Random,Recall@100,10,500,0.5625106327006327,0.9098578452103452,0.3473472125097125,0.027857508089671985,12.46871081905885,1.0,0.32675199845293595,0.367145887480575
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DenseNeg,NDCG@10,10,500,0.17503271471687792,0.26492358570349417,0.08989087098661622,0.01515534187161636,5.931299455208469,1.0,0.07878204705057595,0.10079600129493763
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DenseNeg,MRR@10,10,500,0.1631702380952381,0.251569126984127,0.08839888888888889,0.011584839976743316,7.630566245744486,1.0,0.07804004365079366,0.09857485714285713
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DenseNeg,MAP@100,10,500,0.1582875325814097,0.23745584003304848,0.07916830745163879,0.010483404091905707,7.5517748583940465,1.0,0.07047534516207404,0.08777101696089085
mooccubex,e5-base,cached-mnrl,dev,CA-HNM-rank-matched,DenseNeg,Recall@100,10,500,0.5625106327006327,0.6316818487068486,0.06917121600621601,0.03168980572309685,2.1827592321211724,1.0,0.04875028746253747,0.08979715062021311
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,NDCG@10,10,500,0.06937547825756529,0.09620855353461658,0.026833075277051293,0.0332507875906828,0.8069906676306876,0.9,0.007913097921952321,0.04945683038476317
mooccubex,e5-base,triplet,dev,CA-HNM-rank-matched,CA-HNM-full,MRR@10,10,500,0.06750626984126984,0.11383190476190477,0.04632563492063492,0.041625015458346216,1.1129277529516493,0.9,0.02275912896825397,0.07401883134920632
